Symbol,Call/Put,Expiration,Strike Price,Volume,Matched,Routed,Bid Size,Bid Price,Ask Size,Ask Price,Last Price
QQQ,P,2025-11-12,622.0000,4739,4607,132,0,0.0,0,0.0,2.0800
SPXW,P,2025-11-13,6825.0000,4718,4718,0,0,0.0,0,0.0,10.9000
AMD,P,2025-11-14,255.0000,4647,4642,5,0,0.0,0,0.0,4.1200
PLTR,C,2025-11-14,190.0000,4639,4418,221,0,0.0,0,0.0,0.8300
SPXW,C,2025-11-13,6880.0000,4554,4554,0,0,0.0,0,0.0,6.8200
SPXW,P,2025-11-13,6615.0000,4551,4551,0,0,0.0,0,0.0,0.3000
NVDA,C,2025-11-14,185.0000,4531,4531,0,0,0.0,0,0.0,7.8000
XSP,P,2025-11-12,686.0000,4526,4526,0,0,0.0,0,0.0,1.2500
SPXW,C,2025-11-12,6825.0000,4513,4513,0,0,0.0,0,0.0,24.2100
QQQ,C,2025-11-12,626.0000,4506,4479,27,0,0.0,0,0.0,0.0200
SPX,C,2026-02-20,7000.0000,4496,4496,0,0,0.0,0,0.0,175.7500
SPXW,C,2025-11-13,6855.0000,4489,4489,0,0,0.0,0,0.0,16.4000
SPX,P,2025-11-21,6750.0000,4406,4406,0,0,0.0,0,0.0,26.2600
SPXW,P,2025-11-12,6735.0000,4375,4375,0,0,0.0,0,0.0,0.0300
SPXW,C,2025-11-13,6890.0000,4369,4369,0,0,0.0,0,0.0,4.3800
SPX,P,2026-02-20,7000.0000,4357,4357,0,0,0.0,0,0.0,257.0000
SPXW,P,2025-11-12,6650.0000,4330,4330,0,0,0.0,0,0.0,0.0500
VIX,C,2025-12-17,95.0000,4315,4315,0,0,0.0,0,0.0,0.1000
AMD,P,2025-11-14,265.0000,4252,3589,663,0,0.0,0,0.0,11.2000
OPEN,C,2025-11-14,9.0000,4234,4227,7,0,0.0,0,0.0,0.4500
SPXW,P,2025-11-12,6880.0000,4190,4190,0,0,0.0,0,0.0,31.2600
VIX,C,2025-12-17,28.0000,4184,4184,0,0,0.0,0,0.0,0.9500
AMD,P,2025-11-14,250.0000,4118,4112,6,0,0.0,0,0.0,2.2700
SPY,P,2025-11-13,683.0000,4115,4015,100,0,0.0,0,0.0,2.0100
NVDA,P,2025-11-14,192.5000,4098,4084,14,0,0.0,0,0.0,2.7800
CLF,P,2025-11-21,11.5000,4096,4096,0,0,0.0,0,0.0,0.6800
PLTR,C,2025-11-14,195.0000,4092,4090,2,0,0.0,0,0.0,0.2900
XLF,C,2025-12-05,55.0000,4052,4052,0,0,0.0,0,0.0,0.3700
SPXW,P,2025-11-13,6840.0000,4050,4050,0,0,0.0,0,0.0,15.8500
SPX,P,2026-06-18,6000.0000,4019,4019,0,0,0.0,0,0.0,126.8100
RUTW,P,2025-12-26,2340.0000,4003,4003,0,0,0.0,0,0.0,31.0400
RUTW,P,2025-12-19,2250.0000,4003,4003,0,0,0.0,0,0.0,13.5400
SPXW,P,2025-11-13,6750.0000,3991,3991,0,0,0.0,0,0.0,1.8500
QQQ,C,2025-11-12,618.0000,3971,3903,68,0,0.0,0,0.0,2.0500
SPXW,P,2025-11-13,6845.0000,3964,3964,0,0,0.0,0,0.0,17.5000
NVDA,P,2025-11-21,185.0000,3963,3963,0,0,0.0,0,0.0,4.6000
AMD,C,2025-11-14,265.0000,3963,3952,11,0,0.0,0,0.0,1.5700
IWM,C,2025-11-12,245.0000,3961,3830,131,0,0.0,0,0.0,0.0100
SPXW,P,2025-11-12,6705.0000,3952,3952,0,0,0.0,0,0.0,0.0500
SPY,P,2025-11-13,682.0000,3943,3760,183,0,0.0,0,0.0,1.6200
AAPL,C,2025-11-14,275.0000,3943,3778,165,0,0.0,0,0.0,1.4600
AMD,P,2025-11-14,260.0000,3910,3861,49,0,0.0,0,0.0,7.2500
NVDA,P,2026-01-16,150.0000,3908,3908,0,0,0.0,0,0.0,2.0000
TSLA,C,2025-11-14,430.0000,3908,3852,56,0,0.0,0,0.0,7.2600
SPXW,P,2025-11-19,6440.0000,3881,3881,0,0,0.0,0,0.0,1.6000
SPXW,P,2025-11-14,6680.0000,3880,3880,0,0,0.0,0,0.0,2.2000
XSP,C,2025-11-12,687.0000,3818,3818,0,0,0.0,0,0.0,0.0200
PLTR,P,2025-11-14,175.0000,3802,3799,3,0,0.0,0,0.0,1.0000
SPY,P,2025-11-12,678.0000,3789,3733,56,0,0.0,0,0.0,0.0100
SPX,C,2025-12-19,7300.0000,3772,3772,0,0,0.0,0,0.0,8.1200
SPXW,P,2025-11-12,6625.0000,3762,3762,0,0,0.0,0,0.0,0.0300
SPXW,P,2025-11-13,6835.0000,3747,3747,0,0,0.0,0,0.0,13.7000
SPX,P,2026-02-20,5000.0000,3720,3720,0,0,0.0,0,0.0,15.6000
IWM,P,2025-11-12,243.0000,3718,3654,64,0,0.0,0,0.0,0.0200
FND,C,2026-03-20,75.0000,3700,3700,0,0,0.0,0,0.0,5.0000
SPXW,C,2025-11-12,6955.0000,3699,3699,0,0,0.0,0,0.0,0.0300
QQQ,C,2025-12-12,640.0000,3683,3683,0,0,0.0,0,0.0,6.7300
SPXW,P,2025-11-12,6715.0000,3674,3674,0,0,0.0,0,0.0,0.0300
SPXW,P,2025-11-13,6780.0000,3668,3668,0,0,0.0,0,0.0,3.6000
SPXW,P,2025-11-14,6800.0000,3645,3645,0,0,0.0,0,0.0,12.6000
SPY,C,2025-11-12,690.0000,3635,3627,8,0,0.0,0,0.0,0.0100
QQQ,C,2025-11-13,620.0000,3633,3582,51,0,0.0,0,0.0,2.8900
SPX,C,2025-12-19,6875.0000,3629,3629,0,0,0.0,0,0.0,122.0000
SPY,P,2025-11-13,681.0000,3609,3377,232,0,0.0,0,0.0,1.2300
VIX,C,2025-11-19,35.0000,3600,3600,0,0,0.0,0,0.0,0.1000
TSLA,C,2025-11-14,435.0000,3594,3592,2,0,0.0,0,0.0,4.9000
GOOGL,C,2025-11-14,290.0000,3560,3256,304,0,0.0,0,0.0,1.2900
SPXW,C,2025-11-13,6840.0000,3538,3538,0,0,0.0,0,0.0,25.0200
SPY,C,2025-11-12,689.0000,3522,3457,65,0,0.0,0,0.0,0.0100
XSP,C,2025-11-12,685.0000,3515,3515,0,0,0.0,0,0.0,0.3700
PTON,C,2026-04-17,10.0000,3510,3461,49,0,0.0,0,0.0,0.6500
VIX,C,2025-11-19,25.0000,3505,3505,0,0,0.0,0,0.0,0.2300
SPX,C,2026-02-20,5000.0000,3501,3501,0,0,0.0,0,0.0,1894.6000
TSLA,C,2025-11-14,440.0000,3482,3441,41,0,0.0,0,0.0,3.4300
SPX,C,2025-12-19,7125.0000,3455,3455,0,0,0.0,0,0.0,27.0000
NVDA,P,2025-11-21,135.0000,3447,3447,0,0,0.0,0,0.0,0.0500
SPXW,P,2025-11-13,6820.0000,3436,3436,0,0,0.0,0,0.0,9.8000
CIFR,P,2025-11-14,19.5000,3407,3407,0,0,0.0,0,0.0,2.6100
CIFR,P,2025-11-21,16.5000,3405,3405,0,0,0.0,0,0.0,0.9200
PLUG,C,2025-11-21,3.0000,3404,3394,10,0,0.0,0,0.0,0.0900
CIFR,P,2025-11-14,21.5000,3401,3401,0,0,0.0,0,0.0,4.3200
KOPN,C,2026-04-17,5.0000,3400,3400,0,0,0.0,0,0.0,0.3200
CIFR,P,2025-11-21,19.0000,3398,3398,0,0,0.0,0,0.0,2.4600
CORZ,C,2026-01-16,20.0000,3390,3390,0,0,0.0,0,0.0,1.2200
SPXW,P,2025-11-13,6605.0000,3385,3385,0,0,0.0,0,0.0,0.2800
GME,C,2025-11-21,22.5000,3356,3356,0,0,0.0,0,0.0,0.2200
SPXW,P,2025-11-14,6690.0000,3346,3346,0,0,0.0,0,0.0,2.2400
SPXW,C,2025-11-12,6995.0000,3326,3326,0,0,0.0,0,0.0,0.0300
QQQ,C,2025-11-13,622.0000,3323,3277,46,0,0.0,0,0.0,1.9000
SPXW,C,2025-11-13,6925.0000,3301,3301,0,0,0.0,0,0.0,0.7500
SPXW,C,2025-11-13,6865.0000,3296,3296,0,0,0.0,0,0.0,11.5000
SPX,C,2025-11-21,6900.0000,3294,3294,0,0,0.0,0,0.0,34.4000
SPX,P,2025-12-19,6875.0000,3251,3251,0,0,0.0,0,0.0,127.0000
SPXW,P,2025-11-12,6695.0000,3250,3250,0,0,0.0,0,0.0,0.0300
SPX,P,2025-12-19,6870.0000,3230,3230,0,0,0.0,0,0.0,125.5000
GME,C,2025-11-14,22.5000,3221,3221,0,0,0.0,0,0.0,0.0500
SPX,C,2025-12-19,6870.0000,3220,3220,0,0,0.0,0,0.0,124.5000
IWM,P,2025-11-12,244.0000,3212,3162,50,0,0.0,0,0.0,0.1800
SPXW,P,2025-11-13,6715.0000,3204,3204,0,0,0.0,0,0.0,0.9000
